fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target
8.131295777660643,0.31687042223393563,0.39083943702141916,2.1312957776606436,0.05960309852125158,5.770985925535479,10.0,0.9950920535328766,3.3008394370214194,0.647938029574967,11.2,1
12.879525088393773,0.34727001178583633,0.505697432231441,5.55430106072527,0.06640949823212455,5.068249705354091,34.59050176787545,1.001215725795544,3.178160094286691,0.6709199528566547,11.849850648220999,1
9.757865880476361,0.4058426220453335,0.3106742183265453,2.3022473944218174,0.08174157981406059,4.674157981406059,16.83707899070303,0.9967273597641421,3.2107302523242427,0.693988672510182,10.583707899070303,1
10.681893867649789,0.4249264151257385,0.45381745280140645,2.6251226414571023,0.08449754717085795,35.0,67.0,0.9988884198109282,3.30251226414571,0.8369332546921238,11.237193396357243,1
11.507065045021106,0.5283102735458383,0.6583102735458383,3.5443920966148923,0.11981719148208679,6.0,14.084486322708086,0.997757756838646,3.0533794529083234,0.7332410941833531,11.525345896812425,1
5.1,0.5390529220851143,0.0,1.7278467138878093,0.044,15.113868555512378,86.55693427775618,0.9923420401614004,3.5934160566653714,0.8815219008356001,13.094926997214666,1
7.355838133196817,0.35272832669055704,0.36441618668031833,2.683121400102387,0.07345433466188855,24.168785998976126,39.2728326690557,0.99356,3.293248560040955,0.6693526067110345,12.744161866803184,1
12.805069320294225,0.6015663012203079,0.6513821554998203,5.8,0.08213821554998202,6.898613594115531,41.64514757940436,1.0021594454376461,3.0765901163824902,0.7264514757940436,10.101386405884469,1
5.418994811915616,0.6207267617597806,0.08620103761687675,1.8826805015583568,0.046810051880843834,14.413402507791783,88.60335062694794,0.9920500566363702,3.5479329874610412,0.8562010376168767,13.30223375129859,1
10.581634774615853,0.36367304507682935,0.5631130404809449,2.2862260809618897,0.08626539098463412,6.045913063460367,20.0,0.9967094956301936,3.14,0.7232139144422256,11.1,1
7.40250191613181,0.38405003832263623,0.38405003832263623,3.259004343232103,0.06935001277421207,23.270002554842414,42.0,0.9937949022227129,3.3264998722578794,0.7267500638710603,12.859499616773638,1
7.796750988386483,0.45898932851499274,0.1597110668396003,2.241877470966206,0.0697400790709186,17.516245058067586,35.93501976772965,0.9957321304361256,3.309025296515945,0.822599209290814,11.493501976772965,1
6.8920355110431215,0.5892035511043122,0.1253982244478439,2.253982244478439,0.0778716867745483,13.0,28.269911222392196,0.9958901334851086,3.4930088777607806,0.62,10.604866833588291,1
9.801795612580651,0.35257012799255677,0.5505386837741955,4.45628464403228,0.07261952833672458,41.22110054764265,71.85858501017374,0.9983971940403698,3.2942424496947877,0.854601572210918,11.171717002034748,1
8.870388897686732,0.3686590285475891,0.40837986122108416,2.367597224421683,0.09570937549487867,6.0,10.0,0.995929830563033,3.159162498020485,0.5962013877891584,11.78659028547589,1
8.173223728248036,0.3037705509534935,0.4514753388558078,2.1158470339689956,0.08808741946961135,6.0,12.0,0.9942178691955302,3.288524661144192,0.6358470339689957,12.257376694279039,1
10.483980376713607,0.31,0.4068290957536138,1.6921552904112658,0.07453922354794366,8.53922354794367,28.153592150685444,0.9970241124583572,3.1847068257532407,0.8284640784931455,10.984970989040379,1
9.471621899642434,0.27134291061829563,0.5322381843638261,2.386570893817044,0.07310472625446958,6.044763687276521,18.04476368727652,0.9962805746370977,3.2049240056004176,1.1188090781808697,11.932854469085218,1
6.446401642264971,0.5313319647791909,0.16949508508263558,2.3154672140883235,0.11087434368788907,24.845327859116765,35.69065571823353,0.9951358647506908,3.4421590146410175,0.7239204926794912,11.346401642264972,1
7.165001173642514,0.4921998591628984,0.1927334428733013,2.286999765271497,0.06475333489819002,13.0,29.37666744909501,0.9950359688809389,3.3484331846719484,0.661433419400451,10.94666510180998,1
9.9,0.338349149868952,0.5110305076519852,5.893796575209372,0.08988644036949436,7.422711926101108,18.051525382599262,0.9968168677192866,3.2320610153039704,0.677728807389889,12.079389846960295,1
10.817862775138074,0.4994656937845184,0.6080109282320381,5.131123253591153,0.08462246507182303,7.0331511961327,18.311232535911532,0.9974362404211048,3.209668488038673,0.6314547655524804,13.09005464116019,1
5.494537951659734,0.7164147387689969,0.07109240966805314,1.681232128907375,0.046054620483402656,13.406160644536875,88.35154016113422,0.9921961067065421,3.552969196777316,0.8410924096680531,13.146078112793953,1
9.08430774615283,0.35779109708494533,0.5271514195546076,3.9238380651820255,0.0908255871012135,11.0,24.0,0.9959996000699987,3.278255871012135,0.7844777427123633,12.058720644939324,1
10.436059560248838,0.3986895769564534,0.4672119120497675,2.0295074450311046,0.06598373434471219,7.0,19.70492554968895,0.9963504742137278,3.1901626565528782,0.8165567005279942,10.922955329813371,1
5.982056730078215,0.4056400722363125,0.13042848543296137,2.0410283650391072,0.031145153864580947,31.213711533854763,92.22228124251399,0.9907357257693229,3.403588653984357,0.6472630050553065,13.076057934016756,1
9.643554117865584,0.38,0.4329840756380566,2.2620955461716608,0.10345968151276112,6.0,10.0,0.9963158089076561,3.125403184872389,0.6121777058932791,11.854031848723887,1
9.716473248593417,0.649369322548253,0.3672199768891134,3.146846612741265,0.08360746728295698,20.924066589630378,58.24066589630378,0.9988012865665195,3.3677219976889115,0.7213900115554432,11.43165993066734,1
6.6466592064473735,0.5460022380657877,0.1532201084934227,2.368893862368417,0.06337787724736833,13.155530688157913,29.0,0.9940283240080593,3.405224584624998,0.630887148171054,11.668893862368417,1
8.4957890968736,0.1802339390625778,0.509461940156071,1.751520603906756,0.07086197595307908,44.978945484368,88.02807268750934,0.9952292388031214,3.3298362426561954,0.7591344254684621,11.799766060937422,1
7.761371162406536,0.8957811359832164,0.13130521412751972,2.1741595105656693,0.14018984677401652,7.064601223585827,23.032300611792913,0.9964177653364861,3.3458009204669215,0.6554911040047953,10.20323006117929,1
10.49264465401826,0.5094220799585777,0.6392644654018261,2.396847708864969,0.10681086253189814,6.005253818558385,15.005253818558385,0.9972859197662635,3.090630458227006,0.6601576145567516,11.80367767299087,1
8.27216562220962,0.300618749202749,0.4134021869817869,2.5649499936219917,0.057051593554673395,3.896906253986255,10.0,0.9937971156158316,3.3176287504783506,0.688659687938488,12.72783437779038,1
8.837080688638117,0.1860652769299763,0.42797824102334125,2.271894835214116,0.07122484131828707,10.0,20.370806886381178,0.9952557388922798,3.375394378750965,0.7505621032957177,11.931459655680941,1
7.987491931722015,0.5007430251816761,0.11888546222748582,2.4037151259083807,0.08503033780631959,19.80743025181676,49.19256974818324,0.996463838485719,3.4131765043096305,0.8368916302180114,11.25473714382301,1
8.139358057222587,0.34932961926029993,0.3763555628750823,2.4924197571528235,0.07343148178646176,29.113703642707648,48.0,0.9952769679028602,3.3275802428471764,0.8678716114445177,12.396209878576412,1
6.88898779708733,0.3179001355879186,0.41900135587918563,2.4209986441208144,0.06540971526537101,24.41997288241629,34.209986441208144,0.9945712173552536,3.27530094911543,0.7559028473462899,11.78898779708733,1
9.040383744309795,0.5633215674576103,0.1828319302663078,2.7166078372880516,0.08852448185956513,20.30943976755436,52.0943976755436,0.9980022716978207,3.349283193026631,0.813584034866846,10.878495790798922,1
9.673430734154925,0.3990471268085782,0.5246861468309852,2.4691706006722125,0.07008520266965428,10.0,25.04260133482714,0.9960484420478393,3.2126569265845073,0.8135089532810501,12.117040533930854,1
12.456647394068908,0.2895375733048402,0.550404625423462,2.3606936483035286,0.08295375733048393,12.0,29.086705211862185,0.9996913294788138,3.1160693648303526,1.2967051953406061,9.886705211862184,1
12.791634158600786,0.3004182920699607,0.7391634158600786,2.583268317201572,0.09403792823909041,8.87451237901179,28.04182920699607,0.9993707195551027,3.186614653761258,0.7720914603498035,10.75817079300393,1
10.424160758605431,0.3130874689761977,0.591342786231309,2.5825531725511133,0.0825503544836741,5.241607586054318,22.483215172108636,0.9992684633106805,3.2406713931156546,0.8124822758162955,11.127517724183704,1
12.575054446800836,0.35722101229331477,0.5874836659597493,5.222319016534819,0.066,5.722101229331477,36.083151843997214,1.0010389493853342,3.207221012293315,0.6383369631200557,12.361050614665738,1
10.424096415446115,0.24,0.450361433821554,1.8,0.0754819283089223,6.0,21.24096415446115,0.9976,3.240361433821554,1.0272289246338344,10.8,1
8.524103329273139,0.4155279679253271,0.3244720320746729,5.927589667072686,0.08458766017052818,6.448206658546277,12.448206658546278,0.9970821319407221,3.31931276695088,0.6393127669508802,11.548206658546277,1
9.671598946273667,0.34990452622315643,0.46883052606315395,2.472076315157885,0.09242243154778862,11.362768420210513,30.274463159578975,0.9964583531571789,3.297350842181054,0.8200954737768436,11.891169473936845,1
7.217480879838011,0.38,0.30941730400539963,2.001942319982001,0.05619423199820002,14.961153600359976,29.01942319982001,0.9947604002556256,3.23,0.7594173040053996,11.268922880287981,1
7.28403657516323,0.3628990856209192,0.31256270435731676,1.8193272374727951,0.07371009143790808,16.710091437908076,24.0,0.9941986972568627,3.260293599346435,0.7164281518518757,11.380672762527205,1
10.064666491911716,0.3906000524264851,0.4823332459558582,3.7426733073547793,0.09233994233086638,6.0,13.353335080882836,0.9966384676977202,3.2164666491911715,0.5934663870587462,11.670667016176568,1
9.446587605728462,0.32079525634370776,0.46477153806224647,2.138635042291385,0.07093175211456924,12.693175211456925,25.0,0.9951114777351974,3.3293175211456925,0.784545983083446,12.185222648019847,1
9.1,0.3,0.3436117064661097,2.0,0.06420638322663484,11.89680838668258,24.94840419334129,0.9951636117064662,3.260515958066587,0.8405159580665871,11.7,1
8.46991746455004,0.4323255859894879,0.3076744140105121,5.933008253544997,0.08686346648889835,6.339834929100078,12.339834929100078,0.9971807502145182,3.3231057774814974,0.6431057774814972,11.439834929100078,1
7.33533235016808,0.47160856683508096,0.321766617508404,2.10441654377101,0.0613816838720586,31.176661750840402,53.9558345622899,0.9971793028020199,3.298675036868697,0.6658995575756361,10.105997050504241,1
9.964742884060911,0.3747090132666924,0.5364791270909793,2.6411978177274484,0.10076575900788687,11.588263756969932,29.823472486060137,0.9966500241934244,3.277056261872706,0.7952909867333076,11.82352087290902,1
6.599741399826334,0.5199159549435586,0.0802262751519578,2.399741399826334,0.07000064650043417,13.000646500434165,25.99870699913167,0.9935804525503029,3.400032325021708,0.7200969750651247,12.499159549435586,1
9.17790329071859,0.43275644057783974,0.4910935392993975,4.333483948862307,0.0971093539299393,3.0,10.0,0.9961545774881617,3.243348394886231,0.6177903290718589,12.155580658143718,1
10.533048633947868,0.20428638110698666,0.4710715952767467,1.8526789881918666,0.07447321011808133,10.0,21.0,0.9966157229543908,3.1834803507749734,0.7073210118081333,10.846420236162666,1
7.137429028698882,0.44882806843122924,0.25055757726393835,2.0625709713011178,0.0644470811256508,14.374290286988824,28.687145143494412,0.9953081671302305,3.3207279083866204,0.7162003200892177,10.955859657843854,1
7.972313547271879,0.2975895484242707,0.6655372905456243,7.516603237887982,0.05506194830903151,37.19869355303384,256.9085487123687,0.9936107544446614,3.0449515478480746,0.5389254189087515,12.083059358184364,1
9.319307101437484,0.32689763285417184,0.543861420287497,2.5310236714582817,0.07757921304312454,6.268976328541719,16.73102367145828,0.9959212221351957,3.166138579712503,0.8581354444354048,11.915181062833375,1
9.696299513892814,0.3896299513892815,0.32733391250070676,2.519259902778563,0.09522960388885748,15.422202916643108,49.57779708335689,0.99822696386389,3.1957779708335687,0.6884440583328622,10.0,1
10.084717978752716,0.43654153936258144,0.5707774383002172,3.9155487660043446,0.08773456521385048,11.115282021247284,24.115282021247285,0.9971906154521936,3.2957641010623644,0.9669435957505431,12.14986662762147,1
7.389118670134743,0.6738444143390757,0.01156474680538975,2.331294936107795,0.07943525319461024,9.578237340269487,14.0,0.9951691186701338,3.4720413606242535,0.642517974443118,11.615647468053897,1
8.28186326481636,0.33251239782449926,0.397953418379591,2.118136735183639,0.06004658162040895,6.0,10.409316324081805,0.9953190683675919,3.3181863264816363,0.6820465816204091,11.302329081020451,1
10.55690963263169,0.3511845084511471,0.5333390268195626,2.8676822244737687,0.07480599801654633,5.2549354518797795,13.25493545187978,0.997650987090376,3.05,0.74,10.75493545187978,1
8.15609390828282,0.2594511738535353,0.33725586926767626,2.4835352156060577,0.07195723032171697,16.164647843939424,47.10976522929295,0.9959795154825446,3.4,0.7789023477070706,11.278046954141411,1
9.41860057952531,0.49654310551084685,0.39,2.437201159050619,0.07046830475583159,21.0,56.82057474014462,0.9967478175558928,3.2664773001568697,0.7699341946460228,11.227571842518078,1
10.191026169571533,0.3459617763071896,0.6307374305464779,4.120679221269064,0.07870191118464052,40.08973830428467,74.95513084785766,0.9966542687534404,3.070737430546478,0.7350643932643428,11.895513084785767,1
10.853547966314226,0.4053088038498027,0.4718002631376809,2.657818660250329,0.08384362679499342,35.0,67.0,0.9991336399518774,3.3057818660250327,0.8524638636189062,11.155453349374179,1
10.185150615398905,0.28098995897340634,0.47,1.7250836752216139,0.07030368170975099,7.049497948670315,24.0,0.9973726087777881,3.193993305982271,0.9630368170975102,10.690100410265938,1
8.99292477396888,0.3510576149240228,0.5228227524511575,3.9094091748371915,0.09072939449891461,11.0,24.0,0.9958808022061595,3.2772939449891463,0.767644037310057,12.06353027505427,1
9.495390525396838,0.25439322805996484,0.4278645611992972,1.9560677194003513,0.07627187367195783,43.682031582010545,70.0752596419754,0.9962929534769311,3.2379115092416164,0.7589557546208082,10.902916489594377,1
8.596212376768817,0.32481061883844087,0.40075752464623654,2.781061883844086,0.06922725739387096,11.037876232311827,19.0,0.9945035610405065,3.216969901415054,0.7196212376768817,11.896212376768817,1
10.153999342609312,0.34,0.4696498520870953,2.019498849566297,0.05361002300867406,4.769996713046562,8.769996713046563,0.9945938001972163,3.198849983565233,0.6738997699132593,12.019498849566297,1
8.53631815916188,0.3060530265269801,0.429539769895235,1.7530265132634901,0.0630145072547933,7.0,15.5302651326349,0.9946012106053049,3.2616708354101607,0.741670835410161,12.218159079580941,1
7.088206432349632,0.4985626027979228,0.20820643234963232,2.1117935676503676,0.07373832460328861,13.882064323496323,28.0,0.9957620388926786,3.392100673093033,0.6685135377922977,10.685135377922977,1
9.874168915413595,0.3112374735540854,0.4235963095286335,1.8977572751590748,0.08903403836177153,6.0,10.0,0.9961869762963563,3.1644933994650035,0.6216860185222705,11.516860185222704,1
